item,id,name,artist,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
157,6c1Xd2ZERcoUmhLvYVrYIX,Living All Alone,Phyllis Hyman,0.712,0.482,4,0,-11.947,0.033,0.315,0.000275,0.0887,0.807,127.713,309400
158,677tTabxmQFZjoNlo2E6JW,Computer Love,Zapp,0.668,0.698,7,0,-7.222,0.123,0.279,0.0,0.554,0.71,84.578,282480
159,4uSpCtFtrK65GoqJpQj6V6,Have You Ever Loved Somebody,Freddie Jackson,0.689,0.423,4,0,-12.85,0.0376,0.43,3.16e-06,0.213,0.715,89.746,277307
160,1YCsTFttuHAzgfEWKdOb9K,Rock Steady,The Whispers,0.927,0.832,10,0,-7.665,0.0604,0.0139,2.6e-06,0.0394,0.958,115.384,307773
161,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,0.709,0.824,1,1,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293
162,0qvCuc6fifzBd1wwsXedeC,"Baby, Be Mine",Miki Howard,0.317,0.364,7,1,-13.742,0.0535,0.552,0.0,0.3,0.292,81.579,328600
163,2TQaMcc3BEAF5Srn7FCipl,Always,Atlantic Starr,0.606,0.532,7,1,-6.759,0.0256,0.403,0.000904,0.356,0.327,130.945,288493
164,1f14Tz6xCm7CoGcXykDX2A,I Feel Good All Over,Stephanie Mills,0.459,0.472,0,1,-11.545,0.0329,0.503,0.0,0.0783,0.208,122.971,302200
165,6sT9MWlJManry3EQwf4V80,Push It,Salt-N-Pepa,0.913,0.596,11,0,-12.477,0.0707,0.00658,0.00349,0.078,0.973,127.215,272133
166,1O7hDH3rrF8eyLxrpeoOfb,Casanova,Levert,0.711,0.844,4,0,-3.927,0.0891,0.0447,1.18e-05,0.0672,0.802,92.956,262373
167,519xI1wfOAJvHeV9kFdXaV,I Need Love,LL COOL J,0.799,0.28,0,1,-20.749,0.301,0.0728,0.0,0.0842,0.67,88.224,322733
168,2dykYf0mZG217bYkiREKEh,Love Overboard,Gladys Knight & The Pips,0.811,0.658,3,0,-11.787,0.0497,0.144,0.000394,0.0468,0.947,108.266,326733
169,3C6xVHlZ8Z7cAzt63xdxH3,I Want to Be Your Man,Roger,0.557,0.607,5,0,-9.316,0.0551,0.0376,0.0,0.0635,0.457,81.648,249867
170,6jBCehpNMkwFVF3dz4nLIW,It's Tricky,Run–D.M.C.,0.965,0.857,11,0,-8.458,0.17,0.00131,0.0,0.0726,0.951,127.656,183760
171,6GAn3ar2CL8wUg0MbICZvp,Don't Disturb This Groove,The System,0.521,0.878,9,1,-8.597,0.0542,0.286,6.8e-06,0.136,0.841,159.625,317875
172,3bgqIMHNehAZwhjckR3gc1,Happy,Surface,0.792,0.494,0,1,-12.425,0.115,0.0352,0.00282,0.0513,0.647,97.635,239827
173,72sGnlweUDAlAWLYdBwzHW,Why You Treat Me So Bad - Remastered,Club Nouveau,0.677,0.536,11,0,-12.621,0.101,0.368,0.0,0.0946,0.605,98.934,311800
174,0mt80ksFAwPHXyAlArU5Yc,Two Occasions,The Deele,0.543,0.667,9,0,-9.546,0.0716,0.0259,3.96e-05,0.299,0.559,169.633,258427
175,3tS8q8SXxtrYSN8UgeQt6q,Bad,Michael Jackson,0.807,0.883,8,1,-4.376,0.0445,0.00798,0.207,0.0529,0.355,114.133,246240
176,4l2Edgdj4vla02GCh7YyAv,So Emotional,Whitney Houston,0.698,0.791,11,0,-10.012,0.0495,0.271,4.74e-05,0.199,0.809,119.081,276667
177,2TwsT2UlDAkMn1xVwc7pJx,Making Love In The Rain,Herb Alpert,0.559,0.49,5,0,-12.983,0.0286,0.499,2.51e-05,0.365,0.466,80.228,354973
178,7r4ZN8F22eBQeN0aMqwzgN,Don't You Want Me,Jody Watley,0.882,0.587,9,0,-12.613,0.0396,0.0673,1.09e-05,0.0527,0.866,112.032,253600
179,6a96JOJFDiPx9BV3Wjkl2P,Go on Without You,Shirley Murdock,0.396,0.468,3,0,-10.042,0.0494,0.355,0.0,0.223,0.199,80.353,292000
180,503mmYUnZRmj3yiRBINh81,Love Changes (with Meli'sa Morgan),Kashif,0.646,0.592,7,1,-11.607,0.144,0.154,0.0,0.167,0.642,75.039,285360
181,1krKp0OXeCH6SI5SXl8tu5,The Pleasure Principle,Janet Jackson,0.661,0.711,0,1,-11.037,0.0514,0.428,0.0221,0.132,0.889,116.836,297973
182,4MjiEXoUPAIpAG9EIPtH3c,We've Only Just Begun (The Romance Is Not Over),Glenn Jones,0.633,0.327,5,1,-14.367,0.09,0.0673,0.0,0.076,0.633,175.114,357960
183,4cOdK2wGLETKBW3PvgPWqT,Never Gonna Give You Up,Rick Astley,0.721,0.939,8,1,-11.823,0.0376,0.115,3.79e-05,0.108,0.914,113.309,213573
184,3wN45r0Lz73AQcuvY2pdVe,Fake,Alexander O'Neal,0.735,0.694,6,0,-13.515,0.0348,0.0011,0.0521,0.218,0.755,112.846,235493
185,5ze2tIC1kKvaFFf0nP9iNR,"No Pain, (No Gain)",Betty Wright,0.752,0.448,10,1,-13.427,0.0764,0.0573,0.0,0.0978,0.58,145.968,312840
186,1vbe9sh7U9vdMceAhitWr2,Can You Stand The Rain,New Edition,0.614,0.369,8,1,-15.182,0.0353,0.678,0.00235,0.143,0.733,143.319,297707
187,7aJ5Hx4GXT1pTTrPRkeKv9,Just Got Paid,Johnny Kemp,0.786,0.745,11,0,-7.012,0.0381,0.0398,1.68e-06,0.779,0.946,114.951,331067
188,0qU806xTLhuZ5kCrex2x4r,Nothing Can Come Between Us,Sade,0.74,0.684,5,0,-10.296,0.0313,0.279,0.206,0.265,0.917,103.778,234667
189,4tReFKumS5bcFahdXDiM1b,Paradise,Sade,0.738,0.792,1,1,-7.873,0.0378,0.309,0.39,0.0679,0.968,99.817,217467
190,6Ix4EuZQQNQFUpXT8EQmM7,Born Not To Know,Tony! Toni! Toné!,0.827,0.353,2,1,-15.071,0.0946,0.386,0.0,0.266,0.929,108.86,285133
191,7vVIj8Tm1wCawjvwVZdeLD,Make It Last Forever (with Jacci McGhee),Keith Sweat,0.494,0.511,4,0,-12.054,0.0825,0.0325,0.0,0.641,0.506,168.255,296400
192,3lTEXatUG1GWFiDhWsrYAi,Ooo La La La,Teena Marie,0.534,0.58,5,1,-10.488,0.0368,0.329,0.0,0.128,0.637,173.417,317133
193,0v9kGNjkKdQUdDoBIuiph4,My Prerogative,Bobby Brown,0.762,0.625,9,1,-10.481,0.0562,0.0655,0.0,0.252,0.696,110.163,291560
194,29O9cSdpmLZKFcTRMlnqo2,Da Butt,E.U.,0.663,0.879,10,0,-13.101,0.0563,0.0233,0.000434,0.0594,0.752,97.122,314133
195,6JZYMxvcoeLD4IifJPvDux,Dirty Diana,Michael Jackson,0.741,0.799,3,1,-4.56,0.062,0.239,0.000795,0.421,0.348,131.383,280600
196,5932kbyNt445gDTT2chRUS,One More Try - Remastered,George Michael,0.551,0.291,5,1,-12.544,0.0283,0.434,3.78e-05,0.11,0.0823,119.005,350667
197,1ci5FGk5faD2gWyYl995yw,Mercedes Boy,Pebbles,0.795,0.333,8,1,-14.609,0.0769,0.052,0.0295,0.319,0.967,114.764,295893
198,0gFB5H3pHN13ERt2FyMuWi,It Takes Two,Rob Base & DJ EZ Rock,0.8,0.723,2,1,-9.719,0.158,0.00228,0.0,0.26,0.651,111.593,300640
199,7cPgMG0BXJwO8s1uIKdozr,My Forever Love,Levert,0.655,0.388,0,1,-13.793,0.0365,0.255,0.0,0.0743,0.33,131.755,280507
200,2unWjXOcFWT2vlleStTEJy,Please Don't Go Girl,New Kids On The Block,0.669,0.432,3,1,-12.854,0.0407,0.136,3.75e-05,0.21,0.53,152.16,263533
201,5yuMx81o4yhOQ0LDAI3CV3,Thanks for My Child,Cheryl 'Pepsii' Riley,0.43,0.264,2,1,-13.512,0.0387,0.737,0.0,0.127,0.124,126.587,316707
202,2Qv5EUATFNebcFGq3rN8O6,Joy,Teddy Pendergrass,0.739,0.729,4,0,-9.694,0.0572,0.249,0.00768,0.069,0.884,103.339,375652
203,1oFRzQ2srUSLeIPOaRMssu,Giving You the Best That I Got - Single Version,Anita Baker,0.637,0.542,9,1,-8.173,0.0356,0.765,0.0,0.302,0.38,105.322,233973
204,3jQCcmUSBL21Z8Csp96Y9Q,Dreamin',Vanessa Williams,0.523,0.397,1,0,-16.407,0.0405,0.144,0.0,0.283,0.453,167.931,326507
205,4hObp5bmIJ3PP3cKA9K9GY,Don't Worry Be Happy,Bobby McFerrin,0.675,0.166,11,1,-22.602,0.171,0.88,7.14e-05,0.0461,0.747,68.837,294400
206,3333YXdcyths5CB8v28dZj,Let's Wait Awhile,Janet Jackson,0.592,0.2,1,1,-16.392,0.0344,0.823,0.0,0.101,0.382,172.647,277400
207,68DhtYufC0FkAcwoIXZ2gz,Sweet Love,Anita Baker,0.508,0.523,10,0,-11.754,0.0231,0.36,0.0,0.0845,0.666,89.254,266173
208,2bvzxeD1hPWEYotw40Euq9,Wishing Well,Sananda Maitreya,0.855,0.461,10,0,-13.096,0.0564,0.0965,0.0,0.201,0.833,104.96,210467
209,3Ru4nUidPRMnC8eBWM8DoQ,Funny How Time Flies (When You're Having Fun),Janet Jackson,0.701,0.119,10,1,-19.145,0.0398,0.542,0.00222,0.0721,0.236,77.195,268467
210,15HgR9Ht4obJOcMG4wregp,Children's Story,Slick Rick,0.904,0.577,1,1,-7.293,0.132,0.125,0.0,0.115,0.7,102.691,242040
211,3Nuj3K8YAg7p73Rn7UGPeP,Closer Than Friends,Surface,0.758,0.372,5,1,-10.55,0.0326,0.368,0.0,0.0563,0.722,97.139,305640
212,7JmPqImeW3kLoYVNBA9v11,If It Isn't Love,New Edition,0.588,0.856,5,0,-12.418,0.0378,0.0915,2.62e-05,0.365,0.781,97.968,309840
213,5xl5582IihbEZAnfj0xyso,Straight Up,Paula Abdul,0.769,0.826,7,1,-8.252,0.0624,0.267,0.0177,0.0638,0.762,95.862,250032
214,6gTWAUYQMAQV3Cw2t5kWrx,Right and a Wrong Way,Keith Sweat,0.646,0.409,0,0,-14.908,0.051,0.0122,0.0,0.179,0.63,119.723,317133
215,080uMDBesKJfS9uoqJCuFy,New Attitude,Patti LaBelle,0.844,0.683,11,0,-8.351,0.0535,0.0676,0.000476,0.102,0.975,138.015,247013
216,6eqkotcKaWahP0th7eiXpk,That's What Love Is,Miki Howard with Gerald Levert,0.687,0.573,5,1,-11.832,0.0492,0.451,0.0,0.38,0.743,77.679,272693
217,7DVTNkZRGqvFcKryWCuTZP,Never Knew Love Like This,Alexander O'Neal,0.75,0.59,5,1,-11.799,0.0346,0.321,0.0,0.115,0.803,104.101,309400
218,20s3FayrStM8GY0m4dRFsw,Paid In Full,Eric B. & Rakim,0.878,0.851,7,1,-8.971,0.232,0.00228,0.00125,0.0509,0.404,99.014,228667
219,67j0ZucyzdfMGWLe2kh6Ze,I Like,Guy,0.441,0.832,8,1,-14.396,0.064,0.0218,1.23e-05,0.2,0.6,103.765,294475
220,3PlxioD8I6FstWbIxinH0m,Congratulations,Vesta Williams,0.612,0.166,7,1,-16.501,0.0278,0.311,0.0,0.122,0.0895,78.864,265533
221,3RMeOetCdXttthQK0clPuz,How Am I Supposed to Live Without You,Michael Bolton,0.541,0.44,10,1,-12.206,0.031,0.191,0.0,0.114,0.232,140.273,255667
222,47Ng0Uz3iyCagDYxwlHwAn,It's The Real Thing,Angela Winbush,0.759,0.772,8,1,-8.941,0.038,0.197,0.00026,0.196,0.943,104.419,286667
223,05M64X8usrSHqWTLHm48ff,Soul Provider,Michael Bolton,0.609,0.42,0,1,-10.875,0.0249,0.08,0.0,0.347,0.448,83.552,267293
224,3yNVfRQlUPViUh8O2V9SQn,Just a Friend,Biz Markie,0.862,0.663,0,1,-9.004,0.21,0.12,0.0,0.318,0.837,85.308,238267
225,51q3nDYWAqPY4hlgKEbP6j,Rhythm Nation,Janet Jackson,0.632,0.928,1,1,-8.345,0.0604,0.0541,0.106,0.519,0.703,109.098,330933
226,7vvRkLPIvfjjmCIqNxBuEZ,Back To Life,Soul II Soul,0.817,0.484,7,1,-11.659,0.143,0.0515,0.000213,0.0391,0.671,100.978,228267
227,3bceL3NJmM8sKwr5dyrKAz,Superwoman,Karyn White,0.623,0.722,8,1,-5.612,0.0321,0.322,0.0,0.159,0.653,138.357,347453
228,3u1un52Hwnc0zHLPvyFEvv,All Of My Love,The Gap Band,0.711,0.728,1,0,-12.293,0.0447,0.188,0.00165,0.0821,0.881,108.574,292893
229,0s6e7ZafqOAUBDoQYGmxrc,Every Little Step,Bobby Brown,0.797,0.656,1,1,-11.601,0.0404,0.00721,0.0,0.0377,0.948,99.828,237240
230,2Sf6ryueL9oJ1eDE2HfIvJ,Heat Of The Moment,After 7,0.693,0.733,9,0,-11.365,0.0467,0.0571,1.05e-06,0.205,0.899,100.191,267067
231,0li306xedE9SeqG6dq3dum,Love Saw It,Karyn White,0.763,0.369,6,0,-14.551,0.0616,0.256,0.0,0.212,0.699,93.221,320560
232,2QXeYzNsXgtI4YLeyr42aj,Don't Make Me Over,Sybil,0.607,0.786,0,1,-7.081,0.0596,0.00552,0.000169,0.0673,0.905,96.569,243427
233,7qwIiNFri8RklFl2hJt5JV,Love Under New Management,Miki Howard,0.575,0.528,1,1,-9.051,0.0429,0.488,0.0,0.0499,0.369,121.296,409827
234,0YQc4bTw5M6vX6tF1DkueC,Baby Come To Me,Regina Belle,0.461,0.601,0,0,-12.181,0.072,0.165,1.26e-06,0.158,0.636,112.087,342160
235,5OoRmdDfAiDztSwrhe7wuE,Liberian Girl - 2012 Remastered Version,Michael Jackson,0.749,0.546,8,0,-7.217,0.103,0.464,0.00191,0.126,0.454,105.232,232800
236,4DbUk1qwcz9KKcUY4t8f8u,Batdance,Prince,0.594,0.702,1,1,-9.894,0.0842,0.168,0.109,0.142,0.466,135.406,373733
237,51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,Prince,0.729,0.989,9,0,-4.613,0.049,0.0102,4.45e-05,0.443,0.84,126.47,352906
238,4xwllvf4zL43zIj8K7H6zd,Secret Lovers,Atlantic Starr,0.541,0.356,0,1,-16.094,0.0418,0.598,1.27e-06,0.245,0.5,79.995,330093
239,35Iy0Neh1ewQapV6n0td6X,Dial My Heart,The Boys,0.733,0.65,11,0,-11.793,0.0694,0.0288,0.0432,0.0558,0.811,100.567,264840
240,2zFqQ0xLiMHOVUuV5zw9Gq,It's No Crime,Babyface,0.802,0.802,2,1,-6.709,0.0513,0.0608,0.000252,0.0727,0.912,116.316,241493
241,2Xf4J1VTANiiqLUNm1zzIt,When I Think Of You,Janet Jackson,0.74,0.853,6,0,-5.958,0.0377,0.0277,0.0303,0.105,0.596,116.166,235453
242,0vbbwEUSkZf3oA1dLlIoFL,Real Love,Jody Watley,0.7,0.727,7,1,-8.341,0.0737,0.00241,0.00131,0.0267,0.704,109.165,261440
243,0t6DdFmFQhQYWhmfa5FJer,You Give Good Love,Whitney Houston,0.559,0.365,5,1,-13.654,0.0332,0.686,0.0,0.0771,0.534,74.802,277240
244,7gfMuyx2NauRQbrDiZcimh,This Is the Right Time,Lisa Stansfield,0.664,0.644,6,1,-10.631,0.0689,0.0581,0.0,0.307,0.855,123.306,272293
245,5fSifxZDuW5fHaZnlwMMsL,Home,Stephanie Mills,0.542,0.562,0,1,-10.93,0.0785,0.556,0.0,0.0932,0.557,155.84,327307
246,6mdNRnbiVerwM8kGCS1KwD,Roni,Bobby Brown,0.717,0.696,9,1,-11.94,0.0373,0.0115,6.11e-05,0.0494,0.904,146.658,358333
247,7upgDi9C0pQn9HZzGfksJq,Keep On Movin',Soul II Soul,0.676,0.386,6,0,-16.148,0.0633,0.0264,0.00054,0.0414,0.671,93.139,361627
248,3r0Rhl5Zdo9YjACZNsaBvN,Nite and Day,Al B. Sure!,0.655,0.477,1,0,-9.616,0.0421,0.029,0.000221,0.0518,0.642,92.097,238013
249,126F7rhhNvXoS7Zti0nSsa,Freak-A-Zoid,Midnight Star,0.876,0.79,2,1,-8.481,0.0539,0.0226,0.00267,0.0273,0.777,120.817,484333
250,1CgmY8fVN7kstVDZmsdM5k,P.Y.T. (Pretty Young Thing),Michael Jackson,0.894,0.67,11,0,-9.406,0.0474,0.172,0.000363,0.0691,0.961,127.209,239027
251,2umv02UHVYU4YRkZBlxdeP,Midas Touch,Midnight Star,0.886,0.77,7,0,-6.254,0.0555,0.122,0.0113,0.0372,0.802,116.837,313653
252,3DRyJ7FT8yCLtF0e6K5JeG,Mama Used To Say,Junior,0.773,0.457,1,0,-12.504,0.0288,0.108,0.00035,0.0692,0.775,109.756,401333
253,6ABtlkvl08XQo6Xu24FJaf,All This Love,DeBarge,0.452,0.674,5,0,-5.636,0.0355,0.151,1.09e-06,0.094,0.428,187.159,352587
254,1it9umP1j9qSqzKbSLLqqy,Chain Reaction,Diana Ross,0.794,0.55,11,1,-12.988,0.0367,0.155,0.000271,0.113,0.744,127.736,230533
255,4k0bXm9Q4RaTuYi09i4lKK,Jump (For My Love),The Pointer Sisters,0.86,0.705,10,0,-12.514,0.0894,0.107,8.87e-06,0.149,0.854,134.395,262618
256,6RNDeRnWsRMjPdNVgupZCs,I Just Called To Say I Love You,Stevie Wonder,0.748,0.551,1,1,-9.054,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,262240
257,5jlcCqsD7yJdwhZYAhoCFY,Stay With Me,DeBarge,0.606,0.406,5,1,-16.478,0.0413,0.291,4.09e-05,0.221,0.699,89.851,225573
258,0iR5u87eNaxH9VQXQLQ7Db,Dead Giveaway,Shalamar,0.651,0.866,0,1,-9.069,0.0317,0.0517,5.95e-05,0.121,0.962,149.258,303680
259,0rEqoKxL9HGRRvtsQygeZn,Portuguese Love,Teena Marie,0.466,0.573,9,0,-12.304,0.0793,0.142,0.0,0.0871,0.671,140.643,469173
260,6BubCvEbzzcqyQv6lvGJaA,Out On a Limb,Teena Marie,0.586,0.674,6,0,-5.6,0.0265,0.287,0.000144,0.0824,0.283,127.457,395547
261,0Bqj2Umn6ft60B2pWXKnLF,Pena Duro,Kaaris,0.473,0.866,1,1,-5.867,0.353,0.397,3.4e-05,0.176,0.689,67.856,157893
262,15Cdh1RxOdlaFUm24ifnKH,Lola,RK,0.534,0.697,1,0,-5.636,0.272,0.0977,0.0,0.0823,0.423,72.351,146118
263,2wXS2IXCyBX0WL76LLYT31,CELINE 3X,Gazo,0.677,0.841,9,1,-7.179,0.378,0.162,0.0,0.141,0.563,138.906,158227
264,3zkyus0njMCL6phZmNNEeN,LET GO,Central Cee,0.735,0.449,2,0,-9.933,0.383,0.859,0.0,0.213,0.514,146.016,175890
265,2qayjvrhFZRA7UDwIJ44n7,Guitare triste,Sicario78,0.85,0.725,10,0,-5.192,0.126,0.0915,0.0,0.125,0.172,102.072,172182
266,4wXMSZ8c8Hs3GZcPBzhatH,Le Code,Chaax,0.77,0.731,11,0,-8.213,0.381,0.0648,0.0,0.376,0.428,132.985,161130
267,7wNHu6h06KBh20KVYmnRKa,Même pas un grincement,Ziak,0.747,0.577,2,1,-8.209,0.346,0.247,0.000181,0.269,0.681,141.086,225413
268,3K19Lqj2fRm2zCllw8eUOA,Next Up France - S2-E5,Lybro,0.521,0.74,9,1,-8.044,0.724,0.542,0.0,0.0701,0.531,143.288,186667
269,0Yh28SkiYPRoVGQs73aTfb,RECETTE,Jnr Slice,0.767,0.69,8,1,-6.623,0.361,0.0152,0.0,0.056,0.574,150.072,185613
270,6N31PEAN6sAdXflf6JTseO,cavale,34murphy,0.677,0.801,9,0,-8.688,0.485,0.355,0.0107,0.104,0.431,160.022,96273
271,5aFHpUUzhdHEFsKKViqynU,Next Up France - S2-E6,Sokra,0.736,0.666,0,1,-6.513,0.319,0.461,0.0,0.172,0.893,72.456,102165
272,1RimnQLax1VDoFdBzfbZzY,Jersey Drill #5,Sto,0.784,0.632,10,0,-9.956,0.331,0.0734,4.89e-06,0.101,0.684,150.204,157548
273,6RPqZSIXlEsYqDArWUdly7,COMME MOI (feat.La Fève),Skefre,0.754,0.685,6,0,-5.349,0.35,0.249,0.0,0.264,0.565,150.009,197499
274,1GRvJgTtrlU64YMd3t9uis,cash,34murphy,0.658,0.769,8,1,-10.48,0.273,0.0985,0.0013,0.129,0.594,164.822,142810
275,4K4VbkFshYU2VCOFKqoWv7,Filon,H.LA DROGUE,0.857,0.563,2,1,-8.309,0.388,0.259,0.0,0.087,0.693,139.942,187480
276,5NV2E7EClr01hmQYLyoDOr,Double K,Kaaris,0.665,0.85,1,1,-6.723,0.364,0.149,0.0,0.181,0.573,159.929,183053
277,5sLfmuQHJtPjSORQF2sbrJ,Fixette,Ziak,0.866,0.694,1,0,-5.222,0.363,0.168,0.0,0.0585,0.649,145.041,213594
278,61t1k1kGqdDWz6Ln1ShdWO,140G,Niska,0.753,0.781,2,1,-6.819,0.324,0.373,0.0,0.121,0.737,138.005,182347
279,3LtpKP5abr2qqjunvjlX5i,Doja,Central Cee,0.911,0.573,6,1,-7.43,0.288,0.38,0.0,0.403,0.972,140.04,97393
280,1zqmpbHHp5WgKv7pObASpa,Les filles d'à côté,Bilton,0.781,0.522,3,0,-9.514,0.404,0.666,0.0,0.144,0.681,145.09,163800
281,498Y4CEc8kDlkrdCH5jB4d,What's love,Lybro,0.723,0.452,7,0,-10.275,0.454,0.037,0.0,0.109,0.673,140.137,180857
282,614cHCtjG7HysNKriC0zFb,Chrome,Ziak,0.816,0.639,1,1,-7.204,0.316,0.109,0.00135,0.0791,0.567,149.928,169533
283,32vOmbySazQVjBTLjGMAuj,Laissez ça,Le Rain-T,0.639,0.642,4,0,-8.493,0.302,0.368,0.0,0.2,0.583,144.01,190303
284,1Z3WGTp6kZ999ktzyCveNW,Bouge,KR Malsain,0.723,0.663,11,1,-10.48,0.378,0.167,0.0,0.487,0.729,139.963,178286
285,7ayHXhWmKDFAzztwhO7Tbe,Freestyle La Foudre,Liim’s,0.737,0.9,6,0,-6.736,0.306,0.18,0.0,0.349,0.585,146.108,172603
286,4BOZst1a8mfanfRSfdRzi9,Alors Alors,Benzz,0.61,0.813,0,1,-6.02,0.336,0.0942,0.0,0.334,0.943,140.868,132766
287,4uw4rSbM2chpagkhZ7kgld,R.A.S,Niska,0.776,0.668,1,0,-7.714,0.192,0.107,0.0,0.102,0.662,143.012,175293
288,6LUr7OQeT0QQKQN1dYbrgr,402,Kamas Skuh,0.793,0.71,9,1,-9.16,0.415,0.0371,0.0,0.193,0.673,144.02,120693
289,1YvCNsWPPPZYAcB08kHHUU,Next Up France - S1-E3,Kerchak,0.824,0.611,11,0,-9.082,0.38,0.495,0.000211,0.0964,0.588,169.974,141176
290,6jwnk3ajMJyX6RWrSSAn44,Trahison,I.K (TLF),0.726,0.697,1,1,-5.099,0.327,0.181,0.0,0.149,0.26,145.006,203290
291,2AoDYFB8sKWZunF2hS6Nxh,Anthracite,ASHE 22,0.879,0.657,11,0,-7.329,0.274,0.0615,5.66e-05,0.0786,0.74,143.958,176667
292,4FPZhSHSLX33uNyJPGHkuQ,Jungle #5,Mougli,0.826,0.568,7,1,-8.946,0.39,0.361,0.0,0.2,0.719,141.844,145379
293,1a9t0f0OE577fY0U1UHXZ9,cal.50,34murphy,0.772,0.575,0,1,-10.619,0.49,0.0609,0.0196,0.101,0.282,160.076,115500
294,5lFV6IPBBEm7kjnzr1sgpX,Kabaw,Django,0.743,0.651,1,1,-7.095,0.342,0.0395,0.0,0.0532,0.66,144.116,163973
295,1JvxmF5FjXigwPfImAt9ph,Next Up France - S2-E3,La Kadrilla,0.746,0.644,1,1,-10.352,0.29,0.218,0.0,0.103,0.345,149.998,136484
296,6LaiBYDgJ0nTGAldMQeg9Y,Link in the Ends,Headie One,0.737,0.56,5,0,-8.249,0.256,0.285,5.8e-06,0.135,0.597,140.244,168000
297,1XLYtsmgjWs2VdB6ElW4Cz,Je M'appelle (feat. Mig) - Remix,Benzz,0.792,0.795,11,1,-4.738,0.273,0.142,0.0,0.223,0.961,141.174,139574
298,2H6ExMJi6IQvNZZpGAYwhz,French Drill 7,Saamou Skuu,0.7,0.789,7,0,-7.44,0.36,0.639,0.0,0.146,0.39,148.131,172639
299,6vErnRFKPI8RbqkqYTmUfk,Solo,Niska,0.766,0.603,1,1,-5.998,0.161,0.23,1.03e-06,0.159,0.507,140.159,140387
300,4QAv7uyOwIgqOVgzczomOo,Mapessa (feat. Tiakola),Leto,0.62,0.558,5,0,-9.689,0.203,0.389,0.0,0.192,0.492,74.934,168514
301,1T7jSgDeei3vi1v2F6nkD9,Propaganda,Norsacce Berlusconi,0.803,0.633,9,1,-7.855,0.334,0.436,4.03e-06,0.292,0.599,140.924,196764
302,4HOoenGLCNEuXdyBARQh8D,Allée 2 Bumpy,Le Rain-T,0.554,0.636,2,0,-10.349,0.47,0.663,3e-06,0.111,0.594,140.172,149256
303,2CJPlQHBacEX82u0V4P9zF,Hum Hum (feat. Unknown T),Bosh,0.861,0.698,11,0,-6.453,0.278,0.0307,0.00574,0.142,0.554,140.002,144507
304,4OGb9JY7pPEElDGwulYOBB,West Connect (feat. Central Cee),Luciano,0.92,0.585,7,0,-7.121,0.387,0.0704,0.0,0.0874,0.528,139.991,212240
305,1GmkzlDtuPIbqSoBlo5kG0,Dub,Skefre,0.782,0.485,0,0,-7.635,0.134,0.272,6.16e-06,0.107,0.42,142.142,165437
306,7IXQrRgmHxWYWitSlyFY7z,Peur (feat. Ziak),Kerchak,0.715,0.836,11,1,-4.972,0.366,0.203,0.0,0.0288,0.777,160.015,190213
307,2izMCl2V1gdDUa7jkZ3FnB,AU CŒUR DE LA NUIT (feat. Cinco),Waïv,0.469,0.705,7,0,-7.866,0.324,0.214,0.0,0.0973,0.633,155.097,230160
308,4RWbdg0mtMDWBAOKYEHyti,Terrible,LaCellule,0.685,0.479,6,0,-10.732,0.468,0.149,5.65e-06,0.115,0.394,75.903,104211
309,3ejRaW9IZCWkr15JN2OpQO,NEYMAR JR,Green Montana,0.767,0.549,0,0,-7.721,0.0635,0.285,0.0,0.268,0.83,142.971,165293
310,7Fcb4F30GqaTZaK7PJ8Vu0,Rookie,GAZY MP,0.732,0.507,2,1,-7.929,0.388,0.0476,0.0007,0.195,0.608,145.937,157808
311,6uheewSfRAC9THI3Zpn2as,assezDeBeef.,Huntrill,0.769,0.417,5,0,-13.969,0.267,0.0228,2.03e-05,0.366,0.458,155.027,127000
312,1gUyUgEeNqgB5GRvRxLbc9,Caisse pleine,Sofiane,0.828,0.852,4,0,-5.663,0.305,0.212,0.0,0.333,0.523,139.973,130981
313,5lx5zu37Rf592Iby01kroZ,Outside (feat. Fivio Foreign),Young Devyn,0.822,0.666,6,0,-7.377,0.389,0.101,0.0,0.133,0.866,73.487,196312
314,4tzw8KHA0K4LEcrHejQBJu,Aqua,RK,0.674,0.686,6,0,-6.559,0.336,0.124,1.06e-05,0.238,0.76,140.054,155389
315,5Wj45AaDqhr3a1vvFu1mEE,TONY MONTANA,GUTTI,0.782,0.507,10,0,-10.803,0.0891,0.341,0.000441,0.132,0.674,144.987,122903
316,0n6GuKmPGRtEZ7zSh1j6tS,I'am,Le Rat Luciano,0.848,0.929,2,1,-3.962,0.329,0.263,0.000197,0.3,0.729,139.99,202286
317,0r5cw984Inz6ft4IvhUfjz,Shlass,MALTY 2BZ,0.829,0.575,1,1,-8.271,0.382,0.0209,2.87e-06,0.105,0.232,139.873,178816
318,66NMjSTwpZzuMKxvL8tC1n,A.K.A,Dosseh,0.533,0.677,10,0,-6.853,0.342,0.145,9.91e-06,0.317,0.397,142.982,122800
